LAN,1544994499,1544997704,32,-17
OUV,1544992831,1544998384,96,177
BC,1544999128,1544999248,93,-418
GK,1544995378,1545000078,26,26
L,1544998711,1545000280,25,216
MVW,1544994963,1545001025,52,775
DEDN,1544995777,1545001233,66,-640
DOSV,1544998037,1545001693,73,394
ITT,1544992356,1545002023,53,25
TNY,1544995558,1545002832,97,-607
NUB,1544997795,1545003048,13,-334
VYGG,1545002829,1545003576,71,930
DS,1545003276,1545003649,8,195
TUH,1545000478,1545003968,76,-813
OIE,1544997050,1545004433,56,677
KXJ,1544998394,1545004668,73,-37
F,1544998395,1545004686,32,364
GSI,1545001155,1545005368,33,269
AJCK,1544999246,1545005753,76,731
MGNC,1544997145,1545006045,93,596
Q,1544996823,1545006505,88,613
G,1544997286,1545006983,29,863
YDT,1545004469,1545007883,24,-504
MJ,1545001164,1545008327,40,647
F,1545009029,1545009224,13,-152
BW,1545000320,1545010038,69,-525
N,1545003428,1545010383,93,348
OEOE,1545002976,1545010432,51,883
DO,1545009788,1545011145,40,-351
KO,1545007014,1545011188,52,-896
BYE,1545006810,1545011764,11,533
HKE,1545003770,1545012205,46,603
EMTW,1545009911,1545012711,5,645
W,1545008851,1545012916,56,983
KHBK,1545011597,1545013615,45,57
G,1545008161,1545014376,80,311
KT,1545010238,1545014772,64,-837
HA,1545009745,1545015622,17,528
DX,1545012966,1545015828,71,-970
KLZS,1545015382,1545016261,57,-278
GIA,1545008316,1545016898,53,-423
FO,1545016848,1545017272,58,-104
FMZC,1545017653,1545018091,80,681
IGDX,1545011717,1545018144,96,-420
W,1545016378,1545018761,79,-648
VRKC,1545014282,1545019173,44,480
LC,1545019383,1545019846,44,-816
WN,1545011115,1545020384,35,249
ESF,1545021107,1545021192,72,232
J,1545016531,1545021354,87,-28
FFFP,1545020924,1545022144,29,-504
FB,1545021910,1545022542,35,462
ET,1545017378,1545023427,84,125
N,1545018146,1545024200,71,33
XR,1545021384,1545024326,34,-735
HR,1545019752,1545024935,18,-640
YAYO,1545019696,1545025865,95,-991
QB,1545018802,1545026416,19,-707
LSQ,1545021124,1545026891,62,162
L,1545025400,1545027094,16,-715
T,1545019943,1545027650,36,-9
COY,1545020335,1545028145,16,886
BXWM,1545020178,1545029025,17,-328
Z,1545022756,1545029293,83,-66
U,1545025151,1545029304,56,184
YPHI,1545023083,1545029853,76,722
QISL,1545026682,1545030292,4,915
GWN,1545027834,1545030451,46,-208
ZD,1545025126,1545031221,25,619
LL,1545027741,1545031811,28,-65
ADD,1545029006,1545032360,69,-559
CQFH,1545030445,1545032501,76,960
TBZB,1545033107,1545033319,29,682
TEV,1545025349,1545033838,22,-5
QRUF,1545031863,1545033844,44,735
JHJU,1545032562,1545034246,75,96
F,1545030429,1545034388,29,716
GBOZ,1545027781,1545034492,81,492
OTY,1545030459,1545035446,48,-327
X,1545033007,1545036195,41,825
S,1545034988,1545036936,78,28
IEFK,1545028312,1545037287,82,-861
CED,1545033756,1545038260,22,-889
KIC,1545031391,1545038682,43,-423
O,1545039191,1545039530,47,602
YRZ,1545032807,1545040038,11,-825
P,1545032492,1545040121,84,-954
NQI,1545034942,1545041068,77,723
WNO,1545032783,1545041274,74,874
A,1545038940,1545041777,42,-161
EDH,1545032935,1545041797,12,-761
UIW,1545035215,1545042504,98,29
KF,1545035169,1545043132,73,337
GZZ,1545037262,1545043342,19,745
ZHX,1545034638,1545044152,57,-825
I,1545042264,1545045151,53,-846
FCWS,1545042336,1545045375,68,460
NX,1545039108,1545045571,72,-306
AAP,1545039486,1545045789,27,-252
GOB,1545045053,1545046199,8,-578
BDVK,1545046173,1545047094,55,-99
I,1545044008,1545047163,3,66
TTB,1545045579,1545047581,90,-962
HLE,1545046754,1545047905,1,-425
QZ,1545039613,1545048468,84,-205
ES,1545041761,1545048647,20,29
UXX,1545047409,1545049531,32,127
GWL,1545042085,1545049663,23,-635
UB,1545044371,1545050544,19,340
N,1545043307,1545050562,25,-779
RN,1545049755,1545050857,79,364
KIY,1545048390,1545050867,15,400
H,1545050059,1545051247,51,-286
EVCI,1545042627,1545051453,34,-162
TX,1545043174,1545052019,82,951
ODC,1545046001,1545052965,18,-318
R,1545048970,1545053419,9,-469
SU,1545049959,1545054193,63,228
TOC,1545048983,1545055077,53,631
DRA,1545054811,1545055839,83,755
J,1545052130,1545055974,82,958
SE,1545053498,1545056384,81,-931
OEDJ,1545055963,1545056697,80,936
LLW,1545057304,1545057632,25,-48
IUD,1545055943,1545058415,72,657
LOI,1545055830,1545059371,1,-911
PG,1545051567,1545060214,30,-17
ADMQ,1545054079,1545060283,11,165
KYF,1545054663,1545060768,60,221
GZP,1545053555,1545061579,56,806
KQE,1545053768,1545062308,36,719
EKB,1545056621,1545063196,99,465
R,1545060424,1545063252,77,-702
OE,1545055932,1545063700,32,-257
G,1545054752,1545064014,66,-990
HA,1545057723,1545064186,12,104
WWR,1545056423,1545064340,11,-904
VICR,1545060240,1545065329,44,-150
Q,1545059494,1545065741,38,714
TWCS,1545057521,1545065943,45,-98
ZSSL,1545061105,1545065977,19,-880
QBT,1545064900,1545066780,35,-346
COT,1545061608,1545067022,44,-406
W,1545065485,1545067286,72,987
E,1545064826,1545068225,89,327
C,1545063392,1545068915,81,181
EY,1545067296,1545069245,66,449
I,1545063902,1545069912,5,-266
N,1545069128,1545070713,11,63
ZP,1545069768,1545071583,8,-429
F,1545070381,1545071605,46,-438
DXK,1545066325,1545072299,53,259
QSI,1545068758,1545072550,76,996
GIA,1545063832,1545072597,72,791
QKSV,1545071884,1545073260,35,283
ZDYW,1545071736,1545074041,36,-604
Q,1545069793,1545074549,52,-119
E,1545067384,1545074757,38,673
JWPQ,1545074085,1545074826,41,-247
L,1545071259,1545075248,12,936
Q,1545071612,1545076242,18,-237
B,1545069428,1545077127,81,825
AGDN,1545075197,1545077590,33,-859
KQQX,1545069801,1545078365,32,382
D,1545073745,1545078674,88,-623
GDY,1545072012,1545079263,97,82
WB,1545078453,1545079645,39,559
AKOT,1545076744,1545079690,14,909
RQY,1545070911,1545080128,47,460
B,1545073503,1545080958,34,788
ECGM,1545080720,1545081523,42,226
FQ,1545076211,1545082024,99,95
DTX,1545074242,1545082183,28,933
N,1545074031,1545082527,55,11
AX,1545075852,1545083007,37,-461
LDSM,1545083174,1545083395,15,890
OBN,1545080405,1545084238,9,-569
DS,1545077546,1545084539,77,342
TGDX,1545081981,1545085003,59,-885
L,1545079174,1545085646,50,-988
GQM,1545084660,1545086626,83,-84
HXR,1545080312,1545087476,15,391
KWCV,1545083655,1545087955,5,88
BH,1545081603,1545088731,6,173
UURZ,1545088645,1545089375,87,-116
VM,1545088327,1545089553,31,-984
NNMT,1545085112,1545090293,15,-909
A,1545085469,1545090940,62,-258
P,1545086031,1545091525,8,901
K,1545089011,1545091559,5,-991
ILVP,1545086606,1545092489,91,167
CBTG,1545090209,1545093396,40,-29
LBYQ,1545090021,1545094123,15,-156
WJS,1545092236,1545095084,1,43
YGVH,1545094417,1545095313,69,-887
OIRI,1545085484,1545095408,92,716
YR,1545095591,1545096331,30,46
MI,1545090478,1545096483,56,583
L,1545095279,1545096811,14,410
NB,1545092908,1545096986,66,941
UC,1545095202,1545097735,53,197
V,1545089569,1545098576,86,494
PXP,1545095578,1545099491,54,96
VOV,1545099058,1545100144,62,-841
UZBQ,1545093270,1545100504,21,-187
O,1545091057,1545100580,98,-492
Y,1545097926,1545101267,95,-530
TWP,1545096466,1545101937,70,-465
HVJ,1545094792,1545102188,81,265
L,1545096953,1545103125,59,926
ZIN,1545095295,1545103191,58,-713
ZHS,1545102784,1545103217,12,42
JM,1545094921,1545104105,61,-829
I,1545100338,1545104686,30,-281
F,1545100734,1545104792,35,157
LDV,1545096321,1545105412,58,-586
USG,1545102238,1545105870,2,-789
V,1545099211,1545106768,81,945
ORWG,1545103124,1545107394,18,-824
Y,1545106397,1545107727,73,-676
RHYE,1545105065,1545108229,23,782
FGGW,1545104498,1545108889,99,136
NJAJ,1545104341,1545109005,91,-238
KWCV,1545100536,1545109530,50,-19
RCTU,1545104135,1545110355,33,-605
CQ,1545108790,1545111034,26,932
ILAM,1545109718,1545111521,42,177
FDE,1545110324,1545111663,13,-874
H,1545104561,1545112121,25,-338
CV,1545107140,1545112281,80,-265
NHBX,1545106395,1545112714,24,178
BO,1545103711,1545113594,4,-107
TYFJ,1545112261,1545114030,4,-348
KX,1545114451,1545114966,33,486
PDE,1545107640,1545115357,44,113
X,1545111651,1545115426,99,-696
GJ,1545111350,1545115591,89,759
A,1545107023,1545116446,82,592
Q,1545115577,1545116600,68,400
MJA,1545109657,1545116882,91,-645
N,1545115089,1545116991,6,579
VUZ,1545115713,1545117653,68,-50
FHBB,1545108239,1545118155,88,-676
YM,1545115343,1545118167,16,35
IUA,1545116902,1545119161,53,971
SB,1545118543,1545119450,74,-882
XUM,1545115204,1545119796,82,-914
XX,1545117101,1545120771,11,-631
FTOZ,1545118821,1545121432,35,-855
EL,1545119366,1545121594,52,5
RFRK,1545116907,1545122593,40,760
QDSU,1545116852,1545123476,8,-269
FP,1545119483,1545124047,62,287
WOK,1545122361,1545124090,83,974
SAKQ,1545122958,1545124735,96,-257
C,1545116710,1545125467,46,461
P,1545119811,1545125533,24,147
SSR,1545125723,1545126311,93,857
OZV,1545123668,1545126623,74,557
UTKX,1545120437,1545126828,70,392
WFD,1545123949,1545127817,53,-440
QSQL,1545122645,1545128638,3,-511
C,1545126569,1545128645,34,-791
GIUY,1545127430,1545129644,5,623
BU,1545128282,1545130628,90,390
JWNA,1545126588,1545130977,19,593
GWQE,1545129376,1545131070,76,38
NO,1545131340,1545131749,95,467
XH,1545131625,1545131927,69,94
U,1545122485,1545132031,63,-121
HYVL,1545127105,1545133015,89,-804
F,1545128974,1545133769,83,-260
S,1545130063,1545134151,23,629
Q,1545130496,1545134988,82,665
E,1545133282,1545135946,32,602
RUBZ,1545131489,1545136900,36,-180
G,1545129248,1545137294,75,-558
SBCU,1545135051,1545137796,66,-416
MWRN,1545135948,1545137996,58,-515
Q,1545130779,1545138765,88,-482
TXM,1545138092,1545139420,80,560
L,1545137372,1545140137,10,357
X,1545139157,1545140350,43,130
RFWS,1545134349,1545140928,2,-263
ZR,1545133600,1545141491,53,-368
SV,1545135428,1545142244,8,-653
OYTZ,1545135776,1545142399,10,927
KKMZ,1545142627,1545142661,97,207
VBN,1545141079,1545142887,98,-961
OSM,1545135176,1545142967,2,-706
MYW,1545135198,1545143079,51,-52
BOT,1545137914,1545143945,49,-359
E,1545141931,1545143980,92,-942
DBC,1545144346,1545144531,46,-169
W,1545138235,1545145105,41,280
ZN,1545137409,1545145487,51,-974
AP,1545139841,1545146461,92,-752
G,1545145307,1545146828,63,-840
ODMO,1545142303,1545147486,65,478
M,1545144899,1545147507,95,805
NU,1545144400,1545147569,60,-373
F,1545144181,1545147993,87,830
S,1545147121,1545148051,47,883
ZM,1545145618,1545148424,79,-16
VK,1545144904,1545148823,38,-734
PEQU,1545148511,1545148879,67,895
IDWZ,1545140441,1545149000,61,-477
JV,1545149074,1545149657,61,299
NZN,1545147823,1545150643,71,158
TRML,1545150742,1545151208,71,698
BBRD,1545147295,1545151948,46,-694
QB,1545143270,1545152618,47,-723
J,1545145869,1545153006,92,-244
Q,1545148354,1545153208,21,251
LABA,1545146826,1545153523,15,-241
SJ,1545146833,1545153640,80,818
XQ,1545150364,1545153649,82,257
UUBH,1545150344,1545154305,45,819
TU,1545149148,1545155027,47,-536
N,1545151704,1545155299,33,-601
ISCH,1545147010,1545155379,9,232
OEDJ,1545152252,1545155449,8,-221
OMC,1545155122,1545156438,56,59
B,1545147544,1545156497,30,162
GQN,1545156994,1545157303,30,958
SDXW,1545156054,1545158030,91,310
S,1545155311,1545158787,60,776
J,1545156502,1545158959,21,251
R,1545156135,1545159295,7,350
TR,1545159617,1545159885,94,647
ZM,1545159605,1545160262,75,-47
U,1545154940,1545160311,11,-790
I,1545157122,1545161184,43,798
DLGV,1545156543,1545161825,67,-998
UN,1545155707,1545162638,67,711
RJLK,1545153465,1545163128,62,-355
MBU,1545161275,1545163828,9,981
DE,1545158561,1545164519,13,347
V,1545163731,1545165154,10,-301
DB,1545157172,1545166084,17,-604
Y,1545162605,1545166146,94,177
V,1545162853,1545166829,89,-820
NTJ,1545157786,1545166912,78,-630
UZD,1545164364,1545167529,43,571
ZVR,1545163560,1545167575,99,44
MY,1545162283,1545168246,32,-994
VEKA,1545160834,1545168845,43,-385
KLXE,1545166049,1545169191,50,-720
FYH,1545162490,1545169485,4,900
JIF,1545166591,1545170208,91,550
LG,1545166249,1545170821,38,-174
THFI,1545167928,1545171481,42,978
LB,1545170774,1545171568,89,268
SKU,1545166985,1545171849,47,-345
HNP,1545163998,1545172152,30,-288
S,1545168847,1545172498,5,-748
P,1545165958,1545172807,54,536
VIQ,1545168734,1545172949,2,-322
LKI,1545164986,1545173940,51,921
XUF,1545166093,1545174154,40,651
XVCU,1545165500,1545174390,58,93
Z,1545173556,1545175188,3,845
UNCJ,1545172416,1545175483,29,-776
SX,1545170523,1545175885,13,583
LH,1545172011,1545176745,14,-739
YKH,1545174119,1545177153,33,-972
J,1545168066,1545177693,23,-976
MB,1545177102,1545178113,99,674
SJU,1545175110,1545179091,9,434
AYK,1545173745,1545179775,40,-817
GH,1545173641,1545180453,61,686
EARM,1545173660,1545181216,45,-381
DLMP,1545173408,1545181710,1,293
NDF,1545181205,1545182042,28,-55
J,1545176946,1545182343,29,494
YM,1545178973,1545182805,42,-542
E,1545174572,1545183610,24,-851
XRGY,1545180951,1545184469,38,517
QVP,1545178653,1545185134,69,-371
JL,1545181395,1545185282,44,270
ZSWL,1545182653,1545185882,92,286
SXH,1545182083,1545186020,86,678
N,1545183007,1545186399,23,513
J,1545181101,1545186989,93,-901
T,1545180932,1545187970,52,191
R,1545180095,1545188623,97,-605
